gene	npas	pval	RLDu	RLDi	REDu	REDu.pval	REDi	REDi.pval	nread.c1.1	nread.c2.1
Prdx6	2	1	0	NA	0	1	NA	NA	37172	37172
Suco	2	1	0	NA	0	1	NA	NA	2586	2586
4930558K02Rik	2	1	NA	0	NA	NA	0	1	109	109
Mettl13	2	1	0	NA	0	1	NA	NA	1063	1063
Prrc2c	2	1	0	NA	0	1	NA	NA	3054	3054
Prrx1	5	1	0	0	0	1	0	1	655	655
Gorab	2	1	0	NA	0	1	NA	NA	862	862
BC055324	2	1	NA	0	NA	NA	0	1	180	180
Blzf1	4	1	0	NA	0	1	NA	NA	2100	2100
Atp1b1	3	1	0	NA	0	1	NA	NA	259649	259649
Sft2d2	4	1	0	NA	0	1	NA	NA	2455	2455
Tiprl	2	1	0	NA	0	1	NA	NA	9199	9199
Dcaf6	6	1	0	0	0	1	0	1	2211	2211
Pogk	3	1	0	NA	0	1	NA	NA	3212	3212
Mgst3	2	1	0	NA	0	1	NA	NA	142723	142723
Pbx1	6	1	NA	0	NA	NA	0	1	17725	17725
Rgs4	4	1	0	NA	0	1	NA	NA	6391	6391
Hsd17b7	3	1	0	NA	0	1	NA	NA	1005	1005
Ddr2	4	1	0	0	0	1	0	1	445	445
Uap1	2	1	0	NA	0	1	NA	NA	3486	3486
Atf6	3	1	0	0	0	1	0	1	2428	2428
Pcp4l1	2	1	0	NA	0	1	NA	NA	128339	128339
Tomm40l	3	1	0	NA	0	1	NA	NA	7740	7740
Fcer1g	2	1	0	NA	0	1	NA	NA	11546	11546
Ppox	2	1	0	NA	0	1	NA	NA	1691	1691
Usp21	2	1	NA	0	NA	NA	0	1	2339	2339
Nit1	2	1	0	NA	0	1	NA	NA	4022	4022
Klhdc9	3	1	0	NA	0	1	NA	NA	1153	1153
Vangl2	3	1	0	NA	0	1	NA	NA	789	789
Pea15a	3	1	0	NA	0	1	NA	NA	63665	63665
Atp1a2	5	1	0	NA	0	1	NA	NA	63378	63378
Kcnj9	2	1	0	NA	0	1	NA	NA	4305	4305
Dusp23	2	1	0	NA	0	1	NA	NA	1638	1638
Cadm3	3	1	0	NA	0	1	NA	NA	7103	7103
Grem2	2	1	0	NA	0	1	NA	NA	568	568
Fh1	2	1	0	NA	0	1	NA	NA	17756	17756
Opn3	2	1	NA	0	NA	NA	0	1	3525	3525
Chml	4	1	0	NA	0	1	NA	NA	454	454
Pld5	3	1	0	0	0	1	0	1	817	817
Cep170	5	1	0	0	0	1	0	1	6525	6525
Akt3	4	1	0	0	0	1	0	1	3774	3774
Adss	3	1	0	NA	0	1	NA	NA	5060	5060
4930527J03Rik	2	1	0	NA	0	1	NA	NA	172	172
Hnrnpu	5	1	NA	0	NA	NA	0	1	25899	25899
B230369F24Rik	3	1	NA	0	NA	NA	0	1	810	810
Smyd3	4	1	0	NA	0	1	NA	NA	2086	2086
Ahctf1	3	1	0	NA	0	1	NA	NA	3051	3051
Coq8a	2	1	0	NA	0	1	NA	NA	3995	3995
Stum	3	1	0	NA	0	1	NA	NA	1840	1840
H3f3a	2	1	0	NA	0	1	NA	NA	191733	191733
Nvl	7	1	0	0	0	1	0	1	1807	1807
Wdr26	6	1	0	0	0	1	0	1	10448	10448
Enah	4	1	0	NA	0	1	NA	NA	8460	8460
Fbxo28	6	1	0	NA	0	1	NA	NA	5423	5423
Marc2	2	1	0	NA	0	1	NA	NA	11860	11860
C130074G19Rik	2	1	0	NA	0	1	NA	NA	2065	2065
Mark1	4	1	0	NA	0	1	NA	NA	3824	3824
Iars2	3	1	0	NA	0	1	NA	NA	2992	2992
Lyplal1	2	1	0	NA	0	1	NA	NA	2442	2442
Tgfb2	3	1	0	NA	0	1	NA	NA	2020	2020
Kcnk2	2	1	NA	0	NA	NA	0	1	19949	19949
Cenpf	4	1	0	NA	0	1	NA	NA	329	329
Rps6kc1	2	1	0	NA	0	1	NA	NA	1887	1887
Flvcr1	4	1	0	0	0	1	0	1	1223	1223
Tatdn3	2	1	0	NA	0	1	NA	NA	2945	2945
Dtl	3	1	0	NA	0	1	NA	NA	381	381
1700034H15Rik	2	1	NA	0	NA	NA	0	1	222	222
Rcor3	3	1	0	NA	0	1	NA	NA	1880	1880
Sertad4	2	1	0	NA	0	1	NA	NA	4262	4262
Syt14	4	1	0	NA	0	1	NA	NA	784	784
Diexf	5	1	0	0	0	1	0	1	679	679
Traf3ip3	2	1	NA	0	NA	NA	0	1	217	217
Hsd11b1	2	1	0	NA	0	1	NA	NA	1664	1664
Cd46	5	1	0	NA	0	1	NA	NA	349	349
Cr1l	3	1	NA	0	NA	NA	0	1	2296	2296
Lrp11	2	1	0	NA	0	1	NA	NA	10965	10965
Lats1	3	1	0	NA	0	1	NA	NA	4178	4178
Ppil4	2	1	NA	0	NA	NA	0	1	5068	5068
Shprh	2	1	0	NA	0	1	NA	NA	3218	3218
Fbxo30	5	1	0	NA	0	1	NA	NA	2167	2167
Plagl1	2	1	0	NA	0	1	NA	NA	1239	1239
Fuca2	2	1	0	NA	0	1	NA	NA	6108	6108
Adat2	4	1	0	NA	0	1	NA	NA	987	987
Txlnb	5	1	0	0	0	1	0	1	295	295
Nhsl1	3	1	0	0	0	1	0	1	1406	1406
Map3k5	2	1	0	NA	0	1	NA	NA	321	321
Map7	2	1	NA	0	NA	NA	0	1	7071	7071
Bclaf1	5	1	0	NA	0	1	NA	NA	8219	8219
Hbs1l	3	1	0	0	0	1	0	1	5153	5153
Slc2a12	3	1	0	NA	0	1	NA	NA	353	353
Slc18b1	2	1	0	NA	0	1	NA	NA	1652	1652
Stx7	2	1	0	NA	0	1	NA	NA	17735	17735
Moxd1	2	1	0	NA	0	1	NA	NA	1288	1288
Med23	2	1	0	NA	0	1	NA	NA	3032	3032
Epb41l2	2	1	NA	0	NA	NA	0	1	5201	5201
Arhgap18	2	1	0	NA	0	1	NA	NA	841	841
Ptprk	5	1	0	0	0	1	0	1	1920	1920
Soga3	2	1	0	NA	0	1	NA	NA	3960	3960
9330159F19Rik	5	1	0	0	0	1	0	1	3688	3688
Echdc1	6	1	0	NA	0	1	NA	NA	3237	3237
Trdn	8	1	0	0	0	1	0	1	1913	1913
Hdac2	2	1	0	NA	0	1	NA	NA	10754	10754
Tube1	4	1	0	NA	0	1	NA	NA	473	473
Fyn	2	1	0	NA	0	1	NA	NA	14977	14977
Rev3l	2	1	NA	0	NA	NA	0	1	2980	2980
Cdk19	2	1	0	NA	0	1	NA	NA	5887	5887
Ddo	5	1	NA	NA	NA	NA	NA	NA	1149	1149
Wasf1	2	1	0	NA	0	1	NA	NA	6462	6462
Zbtb24	2	1	NA	0	NA	NA	0	1	1753	1753
Mical1	2	1	NA	0	NA	NA	0	1	1143	1143
Sec63	4	1	0	NA	0	1	NA	NA	7127	7127
9030612E09Rik	2	1	0	NA	0	1	NA	NA	236	236
Cd24a	3	1	0	NA	0	1	NA	NA	5810	5810
Rtn4ip1	2	1	NA	0	NA	NA	0	1	1149	1149
Atg5	3	1	0	NA	0	1	NA	NA	3350	3350
Prep	2	1	0	NA	0	1	NA	NA	2639	2639
Bves	3	1	0	0	0	1	0	1	206	206
Hace1	3	1	0	NA	0	1	NA	NA	1495	1495
Ascc3	2	1	NA	0	NA	NA	0	1	1775	1775
Dcbld1	3	1	0	NA	0	1	NA	NA	919	919
Nus1	4	1	0	NA	0	1	NA	NA	6540	6540
Pln	5	1	0	NA	0	1	NA	NA	400	400
Gja1	2	1	0	NA	0	1	NA	NA	34443	34443
Hsf2	5	1	0	NA	0	1	NA	NA	1084	1084
Gcc2	2	1	NA	0	NA	NA	0	1	3495	3495
Lims1	3	1	0	NA	0	1	NA	NA	3019	3019
Ranbp2	3	1	0	0	0	1	0	1	7920	7920
Ccdc138	2	1	NA	0	NA	NA	0	1	301	301
Sh3rf3	4	1	0	0	0	1	0	1	476	476
P4ha1	5	1	0	0	0	1	0	1	2501	2501
Dnajb12	4	1	0	NA	0	1	NA	NA	2734	2734
Ascc1	2	1	NA	0	NA	NA	0	1	3548	3548
Spock2	2	1	0	NA	0	1	NA	NA	8288	8288
Vsir	3	1	0	NA	0	1	NA	NA	1765	1765
Gm17455	2	1	0	NA	0	1	NA	NA	319	319
Npffr1	2	1	0	NA	0	1	NA	NA	442	442
Aifm2	3	1	NA	0	NA	NA	0	1	1346	1346
Hk1os	2	1	NA	0	NA	NA	0	1	437	437
Slc25a16	2	1	0	NA	0	1	NA	NA	3836	3836
Rufy2	3	1	0	0	0	1	0	1	3633	3633
Herc4	3	1	0	0	0	1	0	1	3287	3287
Ctnna3	2	1	0	NA	0	1	NA	NA	115	115
Jmjd1c	2	1	0	NA	0	1	NA	NA	4722	4722
Egr2	2	1	0	NA	0	1	NA	NA	490	490
Ank3	4	1	0	NA	0	1	NA	NA	9811	9811
Slc16a9	2	1	0	NA	0	1	NA	NA	229	229
Fam13c	4	1	0	0	0	1	0	1	1747	1747
Ipmk	5	1	0	NA	0	1	NA	NA	928	928
Gnaz	2	1	0	NA	0	1	NA	NA	5755	5755
Rab36	3	1	0	NA	0	1	NA	NA	1650	1650
Bcr	4	1	0	NA	0	1	NA	NA	3141	3141
Specc1l	2	1	0	NA	0	1	NA	NA	2302	2302
Derl3	3	1	0	0	0	1	0	1	220	220
Chchd10	2	1	NA	0	NA	NA	0	1	307351	307351
Zfp280b	2	1	0	NA	0	1	NA	NA	1179	1179
S100b	2	1	0	NA	0	1	NA	NA	40496	40496
Lss	3	1	0	NA	0	1	NA	NA	2034	2034
Pofut2	2	1	NA	0	NA	NA	0	1	7432	7432
Itgb2	2	1	0	NA	0	1	NA	NA	787	787
Sumo3	2	1	0	NA	0	1	NA	NA	27887	27887
1810043G02Rik	2	1	0	NA	0	1	NA	NA	5963	5963
Cdc34	2	1	0	NA	0	1	NA	NA	15251	15251
Fgf22	2	1	0	NA	0	1	NA	NA	405	405
Kiss1r	4	1	0	NA	0	1	NA	NA	725	725
Wdr18	2	1	0	NA	0	1	NA	NA	8376	8376
Gpx4	2	1	NA	0	NA	NA	0	1	281383	281383
Stk11	2	1	0	NA	0	1	NA	NA	6167	6167
Midn	5	1	0	0	0	1	0	1	765	765
Cirbp	2	1	NA	0	NA	NA	0	1	19561	19561
Efna2	3	1	0	NA	0	1	NA	NA	1407	1407
Mum1	2	1	NA	0	NA	NA	0	1	2955	2955
Dazap1	4	1	0	NA	0	1	NA	NA	5887	5887
Apc2	2	1	0	NA	0	1	NA	NA	2033	2033
Izumo4	2	1	0	NA	0	1	NA	NA	4295	4295
Dot1l	3	1	0	NA	0	1	NA	NA	3317	3317
Gadd45b	3	1	0	NA	0	1	NA	NA	3281	3281
Thop1	2	1	0	NA	0	1	NA	NA	2061	2061
Map2k2	2	1	0	NA	0	1	NA	NA	15560	15560
Zbtb7a	3	1	0	NA	0	1	NA	NA	3389	3389
Dohh	2	1	0	NA	0	1	NA	NA	13296	13296
Aes	2	1	0	NA	0	1	NA	NA	92088	92088
Tle2	2	1	NA	NA	NA	NA	NA	NA	2334	2334
Zfp873	2	1	0	NA	0	1	NA	NA	539	539
AU041133	7	1	0	NA	0	1	NA	NA	1662	1662
Hcfc2	3	1	0	0	0	1	0	1	1846	1846
D10Wsu102e	5	1	0	NA	0	1	NA	NA	1561	1561
Washc4	2	1	0	NA	0	1	NA	NA	2695	2695
1500009L16Rik	2	1	0	NA	0	1	NA	NA	4571	4571
Polr3b	2	1	0	NA	0	1	NA	NA	1057	1057
Rfx4	2	1	0	NA	0	1	NA	NA	1312	1312
Ric8b	2	1	0	NA	0	1	NA	NA	2948	2948
Tmem263	3	1	0	NA	0	1	NA	NA	4425	4425
Pwp1	4	1	0	NA	0	1	NA	NA	2789	2789
Fbxo7	2	1	0	NA	0	1	NA	NA	2921	2921
Timp3	3	1	0	NA	0	1	NA	NA	11468	11468
Ttc41	2	1	NA	0	NA	NA	0	1	129	129
Igf1	4	1	0	0	0	1	0	1	7738	7738
Nup37	2	1	NA	0	NA	NA	0	1	941	941
Gnptab	5	1	0	0	0	1	0	1	3524	3524
Uhrf1bp1l	4	1	0	NA	0	1	NA	NA	5866	5866
Anks1b	3	1	0	0	0	1	0	1	70579	70579
Ikbip	2	1	NA	0	NA	NA	0	1	6180	6180
Ntn4	2	1	0	NA	0	1	NA	NA	970	970
Fgd6	2	1	0	NA	0	1	NA	NA	373	373
Nr2c1	3	1	0	NA	0	1	NA	NA	1528	1528
Ndufa12	2	1	0	NA	0	1	NA	NA	148083	148083
Tmcc3	2	1	NA	0	NA	NA	0	1	1360	1360
Cep83	2	1	0	NA	0	1	NA	NA	1915	1915
Ube2n	3	1	0	NA	0	1	NA	NA	25273	25273
Eea1	4	1	0	NA	0	1	NA	NA	2094	2094
Btg1	2	1	0	NA	0	1	NA	NA	17450	17450
Dcn	3	1	0	0	0	1	0	1	13248	13248
Lum	2	1	0	NA	0	1	NA	NA	876	876
Atp2b1	3	1	0	NA	0	1	NA	NA	28773	28773
Poc1b	2	1	NA	0	NA	NA	0	1	1138	1138
Dusp6	3	1	0	NA	0	1	NA	NA	2142	2142
Kitl	2	1	0	NA	0	1	NA	NA	6765	6765
Cep290	3	1	0	NA	0	1	NA	NA	852	852
Mgat4c	2	1	0	NA	0	1	NA	NA	1385	1385
Rassf9	2	1	0	NA	0	1	NA	NA	198	198
Gm15663	3	1	0	0	0	1	0	1	478	478
Ccdc59	4	1	0	NA	0	1	NA	NA	8490	8490
Ppfia2	2	1	0	NA	0	1	NA	NA	10057	10057
Lin7a	2	1	0	NA	0	1	NA	NA	11862	11862
Ppp1r12a	3	1	0	NA	0	1	NA	NA	5513	5513
Pawr	2	1	NA	0	NA	NA	0	1	455	455
Csrp2	2	1	0	NA	0	1	NA	NA	3920	3920
Bbs10	2	1	NA	0	NA	NA	0	1	346	346
Nap1l1	4	1	0	0	0	1	0	1	22854	22854
Phlda1	4	1	0	NA	0	1	NA	NA	5671	5671
Krr1	4	1	0	0	0	1	0	1	4789	4789
Kcnc2	2	1	0	NA	0	1	NA	NA	4388	4388
Ptprr	2	1	0	NA	0	1	NA	NA	1934	1934
Ptprb	2	1	0	NA	0	1	NA	NA	1809	1809
Cpm	2	1	0	NA	0	1	NA	NA	307	307
Mdm1	3	1	0	0	0	1	0	1	1464	1464
Grip1	3	1	NA	0	NA	NA	0	1	2612	2612
Llph	2	1	0	NA	0	1	NA	NA	20263	20263
BC048403	2	1	0	NA	0	1	NA	NA	141	141
Ppm1h	3	1	0	NA	0	1	NA	NA	3353	3353
Ctdsp2	2	1	0	NA	0	1	NA	NA	7475	7475
Mettl1	4	1	0	NA	0	1	NA	NA	866	866
Agap2	5	1	0	0	0	1	0	1	2341	2341
B4galnt1	2	1	NA	0	NA	NA	0	1	5668	5668
Dctn2	2	1	0	NA	0	1	NA	NA	26579	26579
Gm20492	2	1	0	NA	0	1	NA	NA	180	180
R3hdm2	2	1	0	NA	0	1	NA	NA	7292	7292
Stat6	3	1	0	NA	0	1	NA	NA	1316	1316
Nemp1	2	1	0	NA	0	1	NA	NA	348	348
Zbtb39	3	1	0	NA	0	1	NA	NA	515	515
Prim1	2	1	0	NA	0	1	NA	NA	1636	1636
Ptges3	4	1	0	NA	0	1	NA	NA	15783	15783
Atp5b	3	1	0	0	0	1	0	1	184314	184314
Baz2a	2	1	0	NA	0	1	NA	NA	3996	3996
Cs	2	1	0	NA	0	1	NA	NA	17893	17893
Ankrd52	2	1	0	NA	0	1	NA	NA	746	746
Smarcc2	2	1	0	NA	0	1	NA	NA	11798	11798
Mmp19	3	1	0	NA	0	1	NA	NA	867	867
Dnajc14	3	1	0	NA	0	1	NA	NA	7832	7832
Cd63	2	1	NA	0	NA	NA	0	1	62122	62122
Pcmt1	4	1	0	0	0	1	0	1	13371	13371
Tab2	2	1	0	NA	0	1	NA	NA	4924	4924
Ust	3	1	0	NA	0	1	NA	NA	818	818
Sash1	2	1	0	NA	0	1	NA	NA	8168	8168
Samd5	3	1	0	NA	0	1	NA	NA	803	803
Stxbp5	3	1	0	NA	0	1	NA	NA	5111	5111
Rab32	2	1	0	NA	0	1	NA	NA	491	491
Utrn	2	1	0	NA	0	1	NA	NA	3699	3699
Ltv1	3	1	0	NA	0	1	NA	NA	2069	2069
Phactr2	4	1	0	0	0	1	0	1	2345	2345
Pex3	3	1	NA	0	NA	NA	0	1	3549	3549
Aig1	2	1	NA	0	NA	NA	0	1	25434	25434
Adgrg6	5	1	0	0	0	1	0	1	332	332
Heca	2	1	0	NA	0	1	NA	NA	1899	1899
Hebp2	2	1	0	NA	0	1	NA	NA	1921	1921
Arfgef3	4	1	0	NA	0	1	NA	NA	5899	5899
Pex7	2	1	0	NA	0	1	NA	NA	10119	10119
Pde7b	3	1	0	NA	0	1	NA	NA	398	398
Tbpl1	2	1	0	NA	0	1	NA	NA	4641	4641
Rps12	3	1	NA	NA	NA	NA	NA	NA	276118	276118
Gm15270	3	1	NA	NA	NA	NA	NA	NA	3611	3611
Enpp1	3	1	0	NA	0	1	NA	NA	1239	1239
Enpp3	2	1	NA	0	NA	NA	0	1	73	73
Akap7	3	1	0	NA	0	1	NA	NA	2714	2714
Tmem200a	2	1	0	NA	0	1	NA	NA	1000	1000
Lama2	3	1	0	0	0	1	0	1	1352	1352
Rnf146	5	1	0	NA	0	1	NA	NA	6477	6477
Rspo3	2	1	0	NA	0	1	NA	NA	3804	3804
Cenpw	3	1	0	0	0	1	0	1	1831	1831
Trmt11	2	1	0	NA	0	1	NA	NA	2261	2261
Hint3	2	1	0	NA	0	1	NA	NA	2996	2996
Ncoa7	2	1	NA	0	NA	NA	0	1	2874	2874
Tpd52l1	4	1	0	0	0	1	0	1	5928	5928
Rnf217	3	1	0	NA	0	1	NA	NA	2777	2777
Nkain2	2	1	NA	0	NA	NA	0	1	4524	4524
Clvs2	3	1	0	NA	0	1	NA	NA	7325	7325
Zufsp	2	1	NA	0	NA	NA	0	1	1124	1124
Dse	3	1	0	NA	0	1	NA	NA	469	469
Nt5dc1	2	1	0	NA	0	1	NA	NA	305	305
Marcks	4	1	0	NA	0	1	NA	NA	46718	46718
Fam229b	3	1	NA	0	NA	NA	0	1	3777	3777
E130307A14Rik	3	1	0	0	0	1	0	1	4093	4093
Slc16a10	2	1	0	NA	0	1	NA	NA	298	298
Rpf2	3	1	0	NA	0	1	NA	NA	4109	4109
Gtf3c6	2	1	0	NA	0	1	NA	NA	11107	11107
Amd1	2	1	0	NA	0	1	NA	NA	12965	12965
Armc2	4	1	0	0	0	1	0	1	588	588
Foxo3	2	1	NA	0	NA	NA	0	1	2208	2208
Afg1l	2	1	0	NA	0	1	NA	NA	1735	1735
Sobp	3	1	0	0	0	1	0	1	4095	4095
1700021F05Rik	2	1	0	NA	0	1	NA	NA	13052	13052
Qrsl1	2	1	NA	0	NA	NA	0	1	2929	2929
Prdm1	2	1	0	NA	0	1	NA	NA	663	663
Lin28b	2	1	0	NA	0	1	NA	NA	150	150
Grik2	5	1	0	0	0	1	0	1	3927	3927
Gopc	4	1	0	0	0	1	0	1	7949	7949
Mcm9	3	1	NA	0	NA	NA	0	1	1041	1041
Fam184a	2	1	0	NA	0	1	NA	NA	8893	8893
Man1a	3	1	0	NA	0	1	NA	NA	2832	2832
Sept10	3	1	NA	0	NA	NA	0	1	478	478
Mcu	2	1	0	NA	0	1	NA	NA	3021	3021
Ddit4	2	1	0	NA	0	1	NA	NA	4668	4668
Anapc16	4	1	0	NA	0	1	NA	NA	13118	13118
Cdh23	3	1	NA	0	NA	NA	0	1	584	584
Eif4ebp2	2	1	0	NA	0	1	NA	NA	1582	1582
Col13a1	2	1	0	NA	0	1	NA	NA	128	128
Tspan15	2	1	0	NA	0	1	NA	NA	10021	10021
Supv3l1	2	1	NA	0	NA	NA	0	1	2163	2163
Vps26a	3	1	0	0	0	1	0	1	5464	5464
Srgn	2	1	0	NA	0	1	NA	NA	7251	7251
Ddx21	4	1	0	0	0	1	0	1	1977	1977
Ddx50	2	1	0	NA	0	1	NA	NA	6042	6042
Ccar1	5	1	0	0	0	1	0	1	4076	4076
Tet1	3	1	0	0	0	1	0	1	148	148
Hnrnph3	2	1	NA	0	NA	NA	0	1	9661	9661
Sirt1	4	1	0	NA	0	1	NA	NA	1363	1363
Lrrtm3	3	1	0	NA	0	1	NA	NA	4403	4403
Reep3	3	1	0	NA	0	1	NA	NA	3837	3837
Ado	3	1	0	NA	0	1	NA	NA	8229	8229
A930033H14Rik	2	1	0	NA	0	1	NA	NA	94	94
Phyhipl	4	1	0	NA	0	1	NA	NA	29417	29417
Bicc1	4	1	0	0	0	1	0	1	827	827
Tfam	3	1	0	NA	0	1	NA	NA	5296	5296
Cisd1	2	1	0	NA	0	1	NA	NA	106545	106545
Gucd1	3	1	0	0	0	1	0	1	1055	1055
Lrrc75b	2	1	0	NA	0	1	NA	NA	391	391
Susd2	2	1	0	NA	0	1	NA	NA	743	743
Dip2a	2	1	0	NA	0	1	NA	NA	3261	3261
Ybey	5	1	0	0	0	1	0	1	878	878
Col6a1	3	1	0	0	0	1	0	1	1721	1721
Col18a1	2	1	0	NA	0	1	NA	NA	1428	1428
Adarb1	2	1	NA	0	NA	NA	0	1	20439	20439
Fam207a	2	1	0	NA	0	1	NA	NA	9201	9201
Lrrc3	2	1	0	NA	0	1	NA	NA	328	328
Trpm2	3	1	0	NA	0	1	NA	NA	868	868
D10Jhu81e	2	1	0	NA	0	1	NA	NA	15075	15075
Pwp2	2	1	0	NA	0	1	NA	NA	1603	1603
Trappc10	2	1	0	NA	0	1	NA	NA	4451	4451
Agpat3	5	1	0	NA	0	1	NA	NA	20050	20050
Syde1	2	1	0	NA	0	1	NA	NA	702	702
2610008E11Rik	2	1	0	NA	0	1	NA	NA	2648	2648
Shc2	5	1	0	0	0	1	0	1	952	952
Rnf126	2	1	0	NA	0	1	NA	NA	14687	14687
Prss57	2	1	0	NA	0	1	NA	NA	119	119
E130317F20Rik	3	1	0	NA	0	1	NA	NA	256	256
Med16	3	1	0	NA	0	1	NA	NA	3121	3121
Polr2e	2	1	0	NA	0	1	NA	NA	17472	17472
Cbarp	2	1	0	NA	0	1	NA	NA	12352	12352
Gamt	2	1	NA	0	NA	NA	0	1	4339	4339
2310011J03Rik	2	1	0	NA	0	1	NA	NA	6760	6760
Adamtsl5	4	1	0	0	0	1	0	1	656	656
Uqcr11	2	1	NA	0	NA	NA	0	1	174477	174477
Tcf3	2	1	0	NA	0	1	NA	NA	3166	3166
Rexo1	2	1	0	NA	0	1	NA	NA	1909	1909
Klf16	2	1	0	NA	0	1	NA	NA	1331	1331
Mknk2	2	1	0	NA	0	1	NA	NA	1624	1624
Mob3a	2	1	NA	0	NA	NA	0	1	805	805
Plekhj1	2	1	0	NA	0	1	NA	NA	4792	4792
Timm13	3	1	0	NA	0	1	NA	NA	98419	98419
Lmnb2	2	1	0	NA	0	1	NA	NA	1820	1820
Gng7	2	1	0	NA	0	1	NA	NA	1528	1528
Slc39a3	2	1	0	NA	0	1	NA	NA	3679	3679
Pias4	2	1	0	NA	0	1	NA	NA	3364	3364
Atcay	3	1	0	NA	0	1	NA	NA	9639	9639
Mrpl54	2	1	0	NA	0	1	NA	NA	32599	32599
Fzr1	2	1	0	NA	0	1	NA	NA	6192	6192
Nfic	4	1	0	NA	0	1	NA	NA	3858	3858
Celf5	2	1	0	NA	0	1	NA	NA	4955	4955
Gna11	2	1	0	NA	0	1	NA	NA	17380	17380
Sirt6	3	1	NA	0	NA	NA	0	1	502	502
Zfp938	4	1	0	NA	0	1	NA	NA	6354	6354
1190007I07Rik	2	1	0	NA	0	1	NA	NA	7482	7482
Nfyb	3	1	0	NA	0	1	NA	NA	5206	5206
Nuak1	2	1	0	NA	0	1	NA	NA	604	604
Ckap4	3	1	0	NA	0	1	NA	NA	2178	2178
Fhl4	2	1	NA	0	NA	NA	0	1	265	265
Mterf2	2	1	0	NA	0	1	NA	NA	3036	3036
Prdm4	2	1	0	NA	0	1	NA	NA	1665	1665
Syn3	2	1	0	NA	0	1	NA	NA	1942	1942
Hsp90b1	2	1	0	NA	0	1	NA	NA	41723	41723
Dram1	2	1	0	NA	0	1	NA	NA	141	141
Chpt1	5	1	0	0	0	1	0	1	10077	10077
Mybpc1	2	1	NA	0	NA	NA	0	1	795	795
Ano4	2	1	NA	0	NA	NA	0	1	3762	3762
Gas2l3	3	1	0	NA	0	1	NA	NA	230	230
Scyl2	6	1	0	0	0	1	0	1	2707	2707
Slc25a3	2	1	0	NA	0	1	NA	NA	125155	125155
Tmpo	5	1	0	0	0	1	0	1	6506	6506
Cfap54	5	1	0	0	0	1	0	1	520	520
Elk3	3	1	0	NA	0	1	NA	NA	1435	1435
Amdhd1	2	1	NA	0	NA	NA	0	1	70	70
Metap2	2	1	0	NA	0	1	NA	NA	14210	14210
Vezt	3	1	0	NA	0	1	NA	NA	3721	3721
Plxnc1	3	1	0	0	0	1	0	1	3788	3788
Cradd	2	1	0	NA	0	1	NA	NA	1673	1673
Mrpl42	2	1	0	NA	0	1	NA	NA	58679	58679
Nudt4	2	1	0	NA	0	1	NA	NA	25758	25758
4930430F08Rik	4	1	0	0	0	1	0	1	2285	2285
Nts	3	1	0	NA	0	1	NA	NA	2745	2745
Tmtc2	2	1	0	NA	0	1	NA	NA	1799	1799
Mettl25	2	1	NA	0	NA	NA	0	1	1206	1206
Syt1	2	1	0	NA	0	1	NA	NA	68401	68401
Nav3	2	1	0	NA	0	1	NA	NA	2252	2252
Zdhhc17	2	1	0	NA	0	1	NA	NA	6407	6407
Atxn7l3b	3	1	0	NA	0	1	NA	NA	20359	20359
Trhde	6	1	0	NA	0	1	NA	NA	2306	2306
Tbc1d15	4	1	0	NA	0	1	NA	NA	3255	3255
Rab21	7	1	0	0	0	1	0	1	13376	13376
Tmem19	3	1	0	NA	0	1	NA	NA	3041	3041
Thap2	2	1	0	NA	0	1	NA	NA	2806	2806
Cnot2	4	1	0	0	0	1	0	1	7554	7554
Rab3ip	3	1	0	NA	0	1	NA	NA	5056	5056
Cct2	2	1	0	NA	0	1	NA	NA	25575	25575
Frs2	3	1	0	NA	0	1	NA	NA	3056	3056
Yeats4	2	1	0	NA	0	1	NA	NA	14810	14810
Cpsf6	7	1	0	0	0	1	0	1	9974	9974
Slc35e3	2	1	0	NA	0	1	NA	NA	1275	1275
Nup107	2	1	NA	0	NA	NA	0	1	2617	2617
Rap1b	4	1	0	NA	0	1	NA	NA	14474	14474
Dyrk2	2	1	0	NA	0	1	NA	NA	1490	1490
Cand1	4	1	0	NA	0	1	NA	NA	9233	9233
Msrb3	2	1	0	NA	0	1	NA	NA	645	645
Lemd3	3	1	0	NA	0	1	NA	NA	2413	2413
Tbc1d30	2	1	0	NA	0	1	NA	NA	1877	1877
Rassf3	2	1	0	NA	0	1	NA	NA	512	512
Xpot	2	1	0	NA	0	1	NA	NA	6909	6909
Srgap1	2	1	0	NA	0	1	NA	NA	423	423
Tmem5	2	1	0	NA	0	1	NA	NA	8442	8442
Mon2	3	1	0	NA	0	1	NA	NA	4163	4163
Usp15	6	1	0	0	0	1	0	1	3038	3038
Slc16a7	3	1	0	NA	0	1	NA	NA	980	980
Atp23	2	1	0	NA	0	1	NA	NA	2376	2376
March9	2	1	0	NA	0	1	NA	NA	4593	4593
Shmt2	2	1	0	NA	0	1	NA	NA	1978	1978
Gpr182	2	1	0	NA	0	1	NA	NA	469	469
Rbms2	5	1	0	NA	0	1	NA	NA	1459	1459
Spryd4	4	1	0	NA	0	1	NA	NA	1968	1968
Myl6	2	1	NA	0	NA	NA	0	1	30731	30731
Myl6b	2	1	NA	0	NA	NA	0	1	140	140
Pa2g4	5	1	0	0	0	1	0	1	4469	4469
Suox	3	1	0	NA	0	1	NA	NA	989	989
Rab5b	2	1	0	NA	0	1	NA	NA	5294	5294
